Variant,mAP,F1,Precision,Recall
Baseline,0.982250801852296,0.706965676004242,0.5492544511876533,0.9917271407837446
Fusion,0.982250801852296,0.706965676004242,0.5492544511876533,0.9917271407837446
Graph,0.9777978342987006,0.7194172185430464,0.5664997914059241,0.9854136429608128
Graph + Residual Random Walk Propagation,0.981873094462322,0.7283341774851385,0.575612017022711,0.9913642960812772
